Hotel,Booking_status,Lead Time,Arrival_Year,Arrival_Month,Weekend_Nights,Week_Nights,Adults,Children,Babies,Meal_Plan,Guest_Country,Market_Segment,City Hotel,City Hotel,Previous_Cancellations,Prior_Successful Stays,Reserved_Room_Type,Assigned_Room_Type,Booking_Changes,Deposit_Policy,Agent_ID,Days_on_Waitlist,Customer_Type,Average_Daily_Rate (USD),Special_Requests_Count,Reservation_Status,Status_Date,Total_Guests,Total_Nights,Total_Revenue (USD),Total_Revenue (INR)
Resort Hotel,NO,11,2016,August,2,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240,0,Transient,227,1,Check-Out,2016-08-10,3,3,681,61767
Resort Hotel,NO,10,2015,October,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,72,2,Check-Out,2015-10-13,2,4,286,25940
Resort Hotel,NO,46,2015,August,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,261,0,Transient,149,1,Check-Out,2015-08-29,2,7,1043,94600
Resort Hotel,NO,66,2016,September,2,1,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,G,I,1,No Deposit,240,0,Transient,160,0,Check-Out,2016-09-20,2,3,479,43446
Resort Hotel,NO,77,2017,August,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,241,0,Transient,216,2,Check-Out,2017-08-18,2,2,432,39182
Resort Hotel,NO,122,2017,May,2,5,2,2,0,BB,GBR,Direct,Direct,0,0,0,G,G,0,No Deposit,250,0,Transient,149,3,Check-Out,2017-06-04,4,7,1044,94689
Resort Hotel,YES,30,2017,February,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,48,0,Canceled,2017-01-17,2,4,192,17414
Resort Hotel,NO,265,2017,April,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,0,Transient,52,1,Check-Out,2017-04-08,2,7,364,32996
Resort Hotel,NO,130,2015,July,2,6,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196,0,Transient,65,1,Check-Out,2015-07-12,1,8,519,47091
Resort Hotel,YES,270,2015,November,1,3,2,0,0,HB,PRT,Online TA,TA/TO,0,1,0,A,E,1,No Deposit,240,0,Transient-Party,59,1,Canceled,2015-04-15,2,4,238,21550
Resort Hotel,NO,0,2017,February,0,1,2,0,0,BB,PRT,Direct,Direct,1,0,2,D,D,0,No Deposit,94,0,Transient,68,0,Check-Out,2017-02-23,2,1,68,6168
Resort Hotel,NO,1,2015,September,0,2,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,94,0,Transient,134,0,Check-Out,2015-09-10,1,2,268,24308
Resort Hotel,NO,10,2017,August,0,3,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240,0,Transient,275,2,Check-Out,2017-08-25,4,3,826,74917
Resort Hotel,NO,39,2017,June,2,5,2,0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,479,0,Group,95,0,Check-Out,2017-06-11,2,7,665,60316
Resort Hotel,YES,198,2016,October,2,5,2,2,0,BB,AUT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,0,Transient-Party,124,0,Canceled,2016-08-02,4,7,869,78816
Resort Hotel,NO,10,2016,September,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,159,1,Check-Out,2016-09-11,2,3,477,43264
Resort Hotel,YES,159,2015,August,2,4,2,1,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,D,D,0,No Deposit,15,0,Transient,134,1,Canceled,2015-07-15,3,6,805,72977
Resort Hotel,NO,292,2017,August,3,5,2,0,0,HB,ROU,Offline TA/TO,TA/TO,0,0,0,E,E,5,No Deposit,11,0,Transient-Party,167,1,Check-Out,2017-09-05,2,8,1333,120885
Resort Hotel,NO,59,2017,April,1,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,79,1,Check-Out,2017-04-15,2,5,395,35827
Resort Hotel,NO,34,2015,December,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240,0,Transient,35,2,Check-Out,2015-12-23,1,1,35,3184
Resort Hotel,NO,0,2016,October,1,1,2,0,0,BB,PRT,Direct,Direct,1,0,0,C,C,0,No Deposit,94,0,Transient,71,0,Check-Out,2016-11-02,2,2,142,12879
Resort Hotel,NO,143,2017,June,2,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,Transient,135,1,Check-Out,2017-06-20,2,3,405,36734
Resort Hotel,NO,2,2016,March,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,2,A,D,0,No Deposit,94,0,Transient,30,0,Check-Out,2016-03-04,1,2,60,5442
Resort Hotel,YES,31,2017,April,1,0,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,E,1,No Deposit,298,0,Transient-Party,74,0,No-Show,2017-04-23,1,1,74,6712
Resort Hotel,NO,21,2016,January,0,2,2,0,0,SC,ESP,Direct,Direct,0,0,0,G,G,1,No Deposit,250,0,Transient,135,0,Check-Out,2016-01-31,2,2,270,24489
Resort Hotel,NO,0,2016,March,0,2,1,0,0,BB,Unknown,Direct,Corporate,0,0,4,A,A,0,No Deposit,94,0,Transient,53,0,Check-Out,2016-03-24,1,2,106,9614
Resort Hotel,NO,127,2017,May,3,7,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,314,0,Transient,97,0,Check-Out,2017-06-08,2,10,972,88160
Resort Hotel,NO,125,2015,September,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,243,0,Contract,59,2,Check-Out,2015-09-27,2,7,413,37415
Resort Hotel,NO,181,2016,October,2,5,2,0,0,HB,IRL,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,314,0,Transient,74,0,Check-Out,2016-11-05,2,7,521,47294
Resort Hotel,NO,19,2015,July,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,121,1,Check-Out,2015-07-20,2,1,121,10938
Resort Hotel,NO,143,2017,July,1,2,2,0,0,BB,LUX,Direct,Direct,0,0,0,E,E,0,No Deposit,250,0,Transient-Party,208,1,Check-Out,2017-07-31,2,3,623,56461
Resort Hotel,NO,1,2017,June,1,1,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,94,0,Group,135,0,Check-Out,2017-06-12,2,2,270,24489
Resort Hotel,NO,0,2016,February,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,D,0,No Deposit,94,0,Transient,58,2,Check-Out,2016-02-06,2,1,58,5261
Resort Hotel,YES,406,2016,August,4,10,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,0,Contract,88,1,Canceled,2015-07-20,2,14,1238,112250
Resort Hotel,YES,106,2015,September,2,4,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,95,0,Canceled,2015-07-31,4,6,572,51917
Resort Hotel,YES,29,2016,August,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,252,1,Canceled,2016-08-03,2,7,1763,159906
Resort Hotel,NO,0,2016,January,0,4,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,94,0,Transient,34,0,Check-Out,2016-01-16,1,4,137,12408
Resort Hotel,NO,36,2016,November,2,1,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241,0,Transient,63,1,Check-Out,2016-11-08,2,3,188,17096
Resort Hotel,YES,23,2016,December,0,2,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,Transient,43,0,Canceled,2016-12-16,1,2,86,7800
Resort Hotel,NO,222,2015,September,1,1,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,G,0,No Deposit,68,0,Transient-Party,80,0,Check-Out,2015-09-16,2,2,160,14512
Resort Hotel,YES,94,2017,May,2,6,2,0,0,HB,FRA,Direct,Direct,0,0,0,D,D,1,No Deposit,250,0,Transient,127,0,Canceled,2017-02-23,2,8,1016,92151
Resort Hotel,YES,168,2017,March,0,5,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,38,1,Canceled,2017-01-10,1,5,189,17142
Resort Hotel,YES,6,2016,January,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,96,0,Canceled,2016-01-04,2,2,192,17414
Resort Hotel,YES,241,2016,September,2,8,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,118,0,Canceled,2016-02-09,2,10,1180,107026
Resort Hotel,NO,25,2016,February,0,1,2,0,0,HB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250,0,Transient,98,0,Check-Out,2016-02-14,2,1,98,8889
Resort Hotel,YES,15,2016,January,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,48,1,Canceled,2016-01-18,2,1,48,4354
Resort Hotel,YES,55,2015,August,0,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,164,2,Canceled,2015-07-06,2,2,328,29750
Resort Hotel,YES,73,2016,February,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,48,2,Canceled,2016-01-04,2,1,48,4354
Resort Hotel,NO,6,2016,July,2,2,2,0,0,BB,BRA,Direct,Direct,0,0,0,E,E,5,No Deposit,250,0,Transient,191,1,Check-Out,2016-07-12,2,4,764,69331
Resort Hotel,NO,0,2015,November,1,0,1,0,0,BB,GBR,Direct,Direct,0,0,0,A,D,1,No Deposit,94,0,Transient,38,0,Check-Out,2015-11-16,1,1,38,3447
Resort Hotel,NO,17,2016,November,0,3,1,0,0,BB,FIN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient-Party,62,2,Check-Out,2016-11-20,1,3,186,16870
Resort Hotel,NO,7,2016,September,2,1,2,1,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient-Party,131,2,Check-Out,2016-09-14,3,3,392,35555
Resort Hotel,NO,0,2016,October,0,1,1,0,0,BB,PRT,Direct,Direct,1,0,2,A,E,0,No Deposit,94,0,Transient,50,0,Check-Out,2016-10-27,1,1,50,4535
Resort Hotel,NO,83,2015,August,2,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175,0,Transient-Party,107,2,Check-Out,2015-08-11,2,4,429,38892
Resort Hotel,NO,3,2016,March,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,Transient,48,1,Check-Out,2016-03-15,2,1,48,4354
Resort Hotel,NO,47,2017,April,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,171,0,Transient,67,0,Check-Out,2017-05-01,2,2,134,12154
Resort Hotel,NO,0,2016,January,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,94,0,Transient,43,0,Check-Out,2016-01-07,2,1,43,3900
Resort Hotel,NO,146,2016,September,2,5,2,0,0,BB,GBR,Direct,Direct,0,0,0,G,G,0,No Deposit,94,0,Transient,156,2,Check-Out,2016-10-01,2,7,1092,99044
Resort Hotel,YES,136,2017,August,2,5,3,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,15,0,Transient,207,3,Canceled,2017-04-10,3,7,1446,131113
Resort Hotel,NO,4,2017,June,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,0,Contract,78,0,Check-Out,2017-06-16,2,7,546,49522
Resort Hotel,NO,161,2017,July,1,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,177,0,Transient,141,0,Check-Out,2017-07-31,2,3,423,38366
Resort Hotel,NO,58,2017,April,2,5,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,C,0,No Deposit,493,0,Contract,82,1,Check-Out,2017-04-23,2,7,574,52062
Resort Hotel,NO,154,2016,August,2,5,2,0,0,BB,IRL,Direct,Direct,0,0,0,F,F,1,No Deposit,250,0,Transient,183,0,Check-Out,2016-08-09,2,7,1281,116187
Resort Hotel,NO,78,2015,September,0,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,240,0,Transient,89,1,Check-Out,2015-09-24,2,2,178,16145
Resort Hotel,NO,229,2016,September,2,2,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,96,0,Transient,63,0,Check-Out,2016-09-15,2,4,253,22929
Resort Hotel,NO,29,2015,October,0,2,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,94,0,Transient-Party,56,2,Check-Out,2015-10-25,2,2,112,10158
Resort Hotel,YES,364,2016,October,1,4,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,1,No Deposit,94,0,Transient-Party,60,0,Canceled,2016-10-10,1,5,300,27210
Resort Hotel,YES,39,2015,December,3,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,51,2,Canceled,2015-11-16,2,9,457,41444
Resort Hotel,YES,17,2017,January,0,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,94,0,Transient-Party,36,0,Canceled,2017-01-11,2,1,36,3265
Resort Hotel,NO,0,2016,January,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,Transient,40,0,Check-Out,2016-01-19,1,1,40,3628
Resort Hotel,NO,2,2017,May,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,184,0,Transient,47,0,Check-Out,2017-05-08,1,1,47,4245
Resort Hotel,NO,0,2016,November,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,94,0,Transient,35,1,Check-Out,2016-11-08,1,1,35,3175
Resort Hotel,YES,164,2016,October,2,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,64,3,Canceled,2016-09-06,2,4,254,23038
Resort Hotel,NO,20,2017,March,2,5,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,75,0,Transient,76,1,Check-Out,2017-04-05,2,7,532,48252
Resort Hotel,NO,3,2017,February,1,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,146,0,Transient,32,0,Check-Out,2017-02-17,1,4,128,11610
Resort Hotel,NO,113,2016,June,0,5,1,0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,83,0,Check-Out,2016-06-12,1,5,415,37641
Resort Hotel,NO,9,2017,May,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,0,Transient,85,1,Check-Out,2017-05-07,2,1,85,7710
Resort Hotel,NO,277,2017,May,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,82,0,Check-Out,2017-06-02,2,3,246,22339
Resort Hotel,YES,64,2016,March,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,67,1,Canceled,2016-02-15,2,5,333,30203
Resort Hotel,NO,1,2016,September,1,0,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,0,Transient,52,1,Check-Out,2016-09-26,1,1,52,4711
Resort Hotel,NO,0,2016,September,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,127,0,Transient-Party,124,0,Check-Out,2016-09-14,2,1,124,11247
Resort Hotel,NO,45,2015,December,2,3,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196,0,Transient,30,0,Check-Out,2015-12-30,2,5,150,13605
Resort Hotel,NO,251,2017,June,1,3,2,0,0,HB,CN,Groups,TA/TO,0,0,0,D,D,0,No Deposit,96,0,Transient-Party,108,1,Check-Out,2017-06-30,2,4,432,39182
Resort Hotel,NO,128,2016,May,4,10,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,171,0,Transient,106,0,Check-Out,2016-06-08,2,14,1490,135107
Resort Hotel,NO,3,2016,February,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,15,0,Transient,29,0,Check-Out,2016-02-14,2,1,29,2630
Resort Hotel,YES,141,2017,June,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,170,2,Canceled,2017-03-06,2,8,1360,123352
Resort Hotel,NO,150,2017,August,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,0,Contract,122,0,Check-Out,2017-08-25,2,7,851,77140
Resort Hotel,YES,27,2017,July,0,4,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,220,2,Canceled,2017-06-26,2,4,878,79635
Resort Hotel,NO,258,2017,May,4,6,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,57,0,Transient,108,2,Check-Out,2017-06-07,2,10,1080,97956
Resort Hotel,NO,26,2016,November,2,5,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,314,0,Transient,88,0,Check-Out,2016-11-09,2,7,614,55649
Resort Hotel,YES,19,2016,September,1,1,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,3,No Deposit,240,0,Transient,246,1,Canceled,2016-08-29,4,2,492,44624
Resort Hotel,NO,28,2016,April,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,111,0,Check-Out,2016-04-04,2,3,333,30203
Resort Hotel,NO,4,2015,August,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,154,1,Check-Out,2015-08-10,2,1,154,13968
Resort Hotel,NO,3,2017,April,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,184,0,Transient,133,0,Check-Out,2017-04-18,1,1,133,12063
Resort Hotel,NO,15,2016,March,2,3,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,Transient,146,1,Check-Out,2016-04-01,4,5,732,66392
Resort Hotel,NO,83,2016,June,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,0,Contract,63,0,Check-Out,2016-06-16,2,14,881,79870
Resort Hotel,NO,151,2017,May,2,2,2,0,0,BB,IRL,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,Transient,113,1,Check-Out,2017-05-30,2,4,450,40815
Resort Hotel,NO,1,2016,May,1,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,Transient,115,0,Check-Out,2016-05-16,2,2,230,20861
Resort Hotel,NO,4,2016,February,0,1,2,0,0,BB,PRT,Direct,Direct,1,0,2,E,F,1,No Deposit,94,0,Transient,71,0,Check-Out,2016-02-21,2,1,71,6440
Resort Hotel,NO,167,2015,August,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,164,1,Check-Out,2015-08-09,2,7,1148,104124
Resort Hotel,YES,19,2017,June,0,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,137,2,Canceled,2017-05-14,2,2,274,24852
Resort Hotel,NO,0,2016,January,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,94,0,Transient,39,0,Check-Out,2016-01-21,1,1,39,3537
Resort Hotel,NO,0,2017,January,0,1,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6,0,Transient,68,1,Check-Out,2017-01-06,2,1,68,6168
Resort Hotel,NO,177,2016,July,2,6,2,0,1,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,177,0,Transient-Party,142,2,Check-Out,2016-07-17,3,8,1138,103180
Resort Hotel,YES,234,2015,August,2,4,2,1,0,BB,PRT,Online TA,TA/TO,0,2,0,A,A,0,No Deposit,240,0,Transient,136,3,Canceled,2015-04-15,3,6,814,73794
Resort Hotel,NO,4,2016,February,0,4,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,94,0,Transient-Party,40,0,Check-Out,2016-02-20,1,4,160,14512
Resort Hotel,NO,20,2015,July,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,94,0,Transient,80,0,Check-Out,2015-07-10,1,1,80,7256
Resort Hotel,NO,3,2017,August,1,0,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,0,Transient,152,1,Check-Out,2017-08-07,2,1,152,13785
Resort Hotel,YES,104,2016,June,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,121,1,Canceled,2016-03-07,2,2,242,21949
Resort Hotel,NO,79,2016,November,1,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,38,2,Check-Out,2016-11-21,2,4,151,13714
Resort Hotel,NO,0,2017,January,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,94,0,Transient,67,0,Check-Out,2017-01-22,2,1,67,6077
Resort Hotel,NO,170,2016,June,2,4,2,0,0,FB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26,0,Transient,108,0,Check-Out,2016-07-05,2,6,649,58882
Resort Hotel,NO,10,2015,November,1,5,2,0,0,HB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,177,0,Transient,31,0,Check-Out,2015-11-22,2,6,188,17088
Resort Hotel,NO,271,2016,September,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,F,0,No Deposit,40,0,Contract,77,1,Check-Out,2016-09-29,2,7,536,48570
Resort Hotel,NO,0,2016,May,1,1,1,0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,94,0,Transient,70,0,Check-Out,2016-05-11,1,2,140,12698
Resort Hotel,NO,35,2017,May,0,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241,0,Transient,128,1,Check-Out,2017-05-14,2,2,257,23299
Resort Hotel,YES,26,2017,March,0,5,1,0,0,HB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,94,0,Transient-Party,65,0,Canceled,2017-03-14,1,5,325,29478
Resort Hotel,NO,82,2017,May,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,Transient-Party,87,0,Check-Out,2017-05-12,2,4,348,31564
Resort Hotel,NO,234,2016,September,1,2,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,94,0,Transient-Party,82,1,Check-Out,2016-09-12,1,3,247,22421
Resort Hotel,NO,28,2016,February,2,5,1,1,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,241,0,Transient,64,2,Check-Out,2016-02-18,2,7,449,40722
Resort Hotel,NO,4,2016,January,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,94,0,Transient,51,0,Check-Out,2016-01-24,2,1,51,4626
Resort Hotel,NO,0,2017,July,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,94,0,Transient,185,0,Check-Out,2017-07-28,2,1,185,16780
Resort Hotel,YES,73,2017,July,3,9,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,213,1,Canceled,2017-05-15,2,12,2560,232188
Resort Hotel,NO,0,2015,November,2,0,2,0,0,BB,NLD,Direct,Direct,0,0,0,A,D,0,No Deposit,94,0,Transient,48,0,Check-Out,2015-11-03,2,2,96,8707
Resort Hotel,NO,72,2017,May,0,2,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient-Party,85,2,Check-Out,2017-05-25,2,2,170,15419
Resort Hotel,NO,88,2015,August,1,3,2,1,1,BB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,94,0,Transient,191,2,Check-Out,2015-08-07,4,4,764,69331
Resort Hotel,YES,42,2015,August,2,4,2,1,0,HB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250,0,Transient,158,1,Canceled,2015-08-13,3,6,948,85984
Resort Hotel,NO,2,2017,April,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,Transient,115,1,Check-Out,2017-04-30,2,1,115,10431
Resort Hotel,NO,45,2016,September,0,1,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,115,1,Check-Out,2016-09-24,2,1,115,10431
Resort Hotel,NO,0,2015,August,0,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,250,0,Transient,183,0,Check-Out,2015-08-30,2,5,915,82991
Resort Hotel,NO,41,2016,January,0,3,1,0,0,BB,FRA,Direct,Direct,0,0,0,F,F,0,No Deposit,250,0,Transient,66,0,Check-Out,2016-01-31,1,3,198,17959
Resort Hotel,NO,75,2015,August,2,1,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,36,0,Transient,118,0,Check-Out,2015-08-25,2,3,354,32143
Resort Hotel,YES,73,2015,August,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,Transient,121,1,Canceled,2015-06-15,2,1,121,10938
Resort Hotel,NO,47,2015,September,2,5,2,0,0,HB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142,0,Contract,91,0,Check-Out,2015-10-04,2,7,635,57611
Resort Hotel,NO,0,2017,August,0,1,2,1,0,BB,PRT,Direct,TA/TO,1,0,1,A,A,0,No Deposit,94,0,Group,176,1,Check-Out,2017-08-16,3,1,176,15963
Resort Hotel,YES,110,2016,August,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,202,0,Canceled,2016-04-25,2,7,1413,128161
Resort Hotel,NO,26,2016,April,2,5,2,0,0,HB,ESP,Direct,Direct,0,0,0,E,E,4,No Deposit,250,0,Transient-Party,115,2,Check-Out,2016-04-30,2,7,805,73014
Resort Hotel,NO,55,2016,August,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,Transient,227,1,Check-Out,2016-09-04,2,7,1586,143849
Resort Hotel,NO,0,2016,April,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,384,0,Transient,42,0,Check-Out,2016-04-06,1,1,42,3809
