hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,1,211,2016,November,46,12,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,37.8,0,1,Canceled,2016-10-17
Resort Hotel,1,108,2016,April,18,29,2,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,94.13830565,,0,Transient,84,0,0,Canceled,2016-02-12
Resort Hotel,0,226,2015,July,27,2,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,156,,0,Contract,87.75,0,0,Check-Out,2015-07-09
Resort Hotel,0,2,2016,August,33,9,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,240,,0,Transient,197.67,0,0,Check-Out,2016-08-12
Resort Hotel,0,24,2017,February,8,19,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,40,,0,Contract,34,0,0,Check-Out,2017-02-26
Resort Hotel,1,118,2015,December,52,20,4,9,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,50.33,0,2,Canceled,2015-10-26
Resort Hotel,0,3,2017,January,2,9,1,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,94.13830565,286,0,Transient-Party,39,0,0,Check-Out,2017-01-11
Resort Hotel,0,203,2015,September,37,11,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156,,0,Contract,62.48,0,0,Check-Out,2015-09-18
Resort Hotel,0,82,2016,February,7,7,2,0,2,1,0,Undefined,PRT,Groups,TA/TO,1,0,0,A,C,1,No Deposit,67,,0,Transient-Party,86,0,0,Check-Out,2016-02-09
Resort Hotel,0,82,2015,July,31,30,1,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147,,0,Transient,81.67,0,1,Check-Out,2015-08-03
Resort Hotel,1,123,2016,February,9,27,1,1,2,0,0,Undefined,ESP,Groups,Direct,0,0,0,A,A,0,No Deposit,38,,0,Transient-Party,64,0,0,Canceled,2016-02-24
Resort Hotel,1,102,2016,May,23,31,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,80,0,0,Canceled,2016-04-14
Resort Hotel,0,89,2017,May,20,14,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,,0,Contract,50.85,0,0,Check-Out,2017-05-21
Resort Hotel,1,67,2017,July,28,14,1,2,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,293.33,0,0,Canceled,2017-05-29
Resort Hotel,1,29,2015,August,35,27,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,211,0,1,Canceled,2015-08-11
Resort Hotel,1,24,2017,March,11,13,1,0,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,66,,0,Transient-Party,32,0,0,Canceled,2017-03-06
Resort Hotel,1,134,2015,November,47,17,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,,0,Transient,61.2,0,1,Canceled,2015-10-08
Resort Hotel,0,9,2015,October,42,15,2,5,2,0,1,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,314,,0,Transient,74.57,0,1,Check-Out,2015-10-22
Resort Hotel,0,11,2016,November,45,1,2,5,2,0,0,HB,FRA,Direct,Direct,0,0,0,E,E,2,No Deposit,94.13830565,,0,Transient,97,0,1,Check-Out,2016-11-08
Resort Hotel,0,33,2017,April,16,20,2,5,1,0,0,HB,GBR,Offline TA/TO,TA/TO,1,0,1,A,A,0,No Deposit,40,,0,Contract,49.2,0,3,Check-Out,2017-04-27
Resort Hotel,1,60,2016,June,25,17,2,3,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,129,0,0,Canceled,2016-06-06
Resort Hotel,1,281,2016,July,29,16,4,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,175,,0,Transient,115.92,0,0,Canceled,2016-01-07
Resort Hotel,0,542,2016,September,40,26,2,5,2,0,0,HB,NZL,Groups,TA/TO,0,0,0,A,A,0,No Deposit,253,,0,Transient-Party,68,0,1,Check-Out,2016-10-03
Resort Hotel,0,168,2016,March,14,30,2,4,2,0,0,BB,GBR,Groups,Corporate,0,0,1,A,I,4,No Deposit,94.13830565,223,0,Transient-Party,0,0,0,Check-Out,2016-04-05
Resort Hotel,1,57,2017,March,13,31,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,60,0,0,Canceled,2017-02-02
Resort Hotel,0,175,2017,July,30,27,2,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,240,,0,Transient,180,0,3,Check-Out,2017-08-03
Resort Hotel,0,3,2017,August,33,17,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,94.13830565,20,0,Transient,135,0,0,Check-Out,2017-08-18
Resort Hotel,0,0,2016,March,11,9,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,8,A,D,0,No Deposit,240,,0,Transient,53,0,0,Check-Out,2016-03-10
Resort Hotel,0,131,2015,December,53,28,1,3,3,1,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,250,,0,Transient,107.05,1,0,Check-Out,2016-01-01
Resort Hotel,0,69,2015,July,27,3,4,10,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,241,,0,Transient,92.45,0,1,Check-Out,2015-07-17
Resort Hotel,0,0,2017,February,9,27,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,94.13830565,,0,Transient-Party,62,1,0,Check-Out,2017-03-01
Resort Hotel,0,4,2016,November,48,26,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,242,,0,Transient,48,0,1,Check-Out,2016-11-28
Resort Hotel,0,11,2017,February,7,18,0,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,240,,0,Transient,75,0,2,Check-Out,2017-02-19
Resort Hotel,0,180,2016,August,32,4,2,4,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,96,,0,Transient-Party,126,0,0,Check-Out,2016-08-10
Resort Hotel,0,26,2016,February,7,9,1,5,2,0,0,SC,PRT,Direct,Direct,0,0,0,A,I,5,No Deposit,94.13830565,364,0,Transient-Party,0,0,1,Check-Out,2016-02-15
Resort Hotel,0,4,2017,April,14,4,0,1,1,0,0,HB,PRT,Online TA,TA/TO,1,0,2,A,A,1,No Deposit,5,,0,Transient,75.6,0,0,Check-Out,2017-04-05
Resort Hotel,1,65,2016,November,47,18,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,,0,Transient,37,0,0,Canceled,2016-09-16
Resort Hotel,0,110,2016,August,33,10,1,4,1,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,189,0,2,Check-Out,2016-08-15
Resort Hotel,0,4,2017,April,15,10,1,2,1,0,0,HB,BEL,Corporate,Corporate,0,0,0,A,D,0,No Deposit,94.13830565,277,0,Transient,59.33,0,1,Check-Out,2017-04-13
Resort Hotel,0,2,2016,March,12,19,0,1,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,,0,Transient,29,0,1,Check-Out,2016-03-20
Resort Hotel,1,195,2015,August,32,4,0,5,2,0,0,HB,PRT,Direct,Direct,0,2,0,E,E,0,No Deposit,94.13830565,,0,Transient,186,0,2,Canceled,2015-01-22
Resort Hotel,0,23,2015,July,29,17,2,5,2,2,0,BB,ESP,Direct,Direct,0,0,0,G,G,0,No Deposit,250,,0,Transient,195,0,0,Check-Out,2015-07-24
Resort Hotel,0,2,2016,March,11,7,1,0,1,0,0,BB,PRT,Online TA,TA/TO,1,0,2,A,D,0,No Deposit,240,,0,Transient,43,0,2,Check-Out,2016-03-08
Resort Hotel,1,181,2016,July,28,7,2,5,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,72.9,0,1,Canceled,2016-01-09
Resort Hotel,1,8,2017,August,33,18,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,,0,Transient,146,0,0,Canceled,2017-08-14
Resort Hotel,0,12,2015,December,50,12,1,1,1,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,94.13830565,,0,Transient,43,0,0,Check-Out,2015-12-14
Resort Hotel,0,23,2017,April,15,11,0,4,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,102.5,0,1,Check-Out,2017-04-15
Resort Hotel,0,144,2015,August,34,16,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,149,,0,Transient,96.3,0,0,Check-Out,2015-08-23
Resort Hotel,0,107,2016,August,35,24,2,4,2,0,0,BB,,Direct,Direct,1,0,2,F,F,0,No Deposit,94.13830565,,0,Transient,227.86,1,0,Check-Out,2016-08-30
Resort Hotel,0,0,2016,February,7,9,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,,0,Transient-Party,113,1,2,Check-Out,2016-02-10
Resort Hotel,1,40,2015,July,31,29,1,4,3,0,0,HB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,94.13830565,,0,Transient,240,0,0,Canceled,2015-06-22
Resort Hotel,1,62,2016,May,21,16,1,0,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,58,0,0,Canceled,2016-04-04
Resort Hotel,0,234,2016,October,44,23,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,,0,Contract,39.4,0,2,Check-Out,2016-10-30
Resort Hotel,0,49,2016,July,29,14,2,5,2,1,0,HB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,,0,Transient,208.34,0,1,Check-Out,2016-07-21
Resort Hotel,0,383,2016,October,41,6,0,3,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,315,,0,Transient-Party,44,0,0,Check-Out,2016-10-09
Resort Hotel,1,68,2016,April,16,11,1,4,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,49,0,0,Canceled,2016-03-23
Resort Hotel,0,81,2016,May,20,8,1,0,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,G,0,No Deposit,251,,0,Transient,59,0,1,Check-Out,2016-05-09
Resort Hotel,1,116,2017,May,21,27,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,,0,Transient,67.41,0,1,Canceled,2017-02-06
Resort Hotel,0,110,2016,May,20,8,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,,0,Contract,48.61,0,0,Check-Out,2016-05-22
Resort Hotel,0,0,2015,July,28,5,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,306,,0,Transient,85.1,0,0,Check-Out,2015-07-06
Resort Hotel,1,19,2017,June,24,12,1,4,4,0,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,250,,0,Transient,260,0,0,Canceled,2017-05-31
Resort Hotel,1,225,2016,May,22,28,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,,0,Transient-Party,85,0,0,Canceled,2016-04-26
Resort Hotel,0,5,2015,August,33,9,2,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,192.5,0,1,Check-Out,2015-08-11
Resort Hotel,0,141,2016,May,21,15,1,0,2,0,0,BB,AUS,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,314,,0,Transient,52.56,1,0,Check-Out,2016-05-16
Resort Hotel,0,206,2017,July,30,28,3,7,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,,0,Transient,131.4,0,1,Check-Out,2017-08-07
Resort Hotel,0,102,2016,April,18,30,2,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,,0,Transient,45.66,0,1,Check-Out,2016-05-06
Resort Hotel,0,177,2016,July,30,20,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26,,0,Transient,119.85,0,0,Check-Out,2016-07-27
Resort Hotel,0,26,2017,June,25,22,0,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,,0,Transient,120.4,1,1,Check-Out,2017-06-24
Resort Hotel,0,0,2015,December,51,15,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,94.13830565,290,0,Transient,35,0,0,Check-Out,2015-12-16
Resort Hotel,0,3,2016,April,15,9,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,94.13830565,,0,Transient,45,0,0,Check-Out,2016-04-10
Resort Hotel,1,11,2016,June,26,20,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,94.13830565,,0,Transient,100,0,0,Canceled,2016-06-15
Resort Hotel,0,0,2017,January,4,23,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,5,A,D,0,No Deposit,94.13830565,290,0,Transient,35,0,0,Check-Out,2017-01-24
Resort Hotel,0,16,2016,March,14,30,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,39,0,1,Check-Out,2016-03-31
Resort Hotel,0,230,2015,July,28,6,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,,0,Transient,123,0,2,Check-Out,2015-07-10
Resort Hotel,0,18,2017,June,25,21,0,1,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,140,0,1,Check-Out,2017-06-22
Resort Hotel,0,204,2017,August,34,26,2,1,2,2,0,HB,ESP,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,314,,0,Transient,181.8,0,1,Check-Out,2017-08-29
Resort Hotel,1,67,2016,June,25,18,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,141,0,0,Canceled,2016-04-15
Resort Hotel,1,50,2017,August,32,10,0,1,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240,,0,Transient,280,0,1,Canceled,2017-06-21
Resort Hotel,1,36,2016,May,19,6,2,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,65,0,0,Canceled,2016-04-12
Resort Hotel,0,36,2016,June,25,15,2,4,3,1,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240,,0,Transient,26,1,0,Check-Out,2016-06-21
Resort Hotel,1,135,2017,June,24,14,0,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,110,0,2,Canceled,2017-02-12
Resort Hotel,0,31,2016,February,8,14,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,53.2,0,2,Check-Out,2016-02-18
Resort Hotel,1,67,2016,March,11,7,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,56,0,1,Canceled,2016-02-19
Resort Hotel,0,152,2017,April,14,5,0,4,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,3,No Deposit,94.13830565,223,0,Transient-Party,42,0,0,Check-Out,2017-04-09
Resort Hotel,0,152,2017,July,28,13,0,3,2,2,0,BB,BRA,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,240,,0,Transient-Party,200.67,0,1,Check-Out,2017-07-16
Resort Hotel,0,2,2016,March,10,3,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,94.13830565,289,0,Transient,30,0,0,Check-Out,2016-03-04
Resort Hotel,0,49,2016,November,47,14,1,4,2,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,,0,Transient,29,0,1,Check-Out,2016-11-19
Resort Hotel,0,139,2017,June,24,15,2,6,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,314,,0,Transient,107.1,0,0,Check-Out,2017-06-23
Resort Hotel,0,218,2015,September,36,1,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,,0,Transient,58.95,0,1,Check-Out,2015-09-08
Resort Hotel,1,87,2016,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,71,,0,Transient,46,0,0,Canceled,2016-03-01
Resort Hotel,0,83,2017,April,17,29,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,75,0,1,Check-Out,2017-04-30
Resort Hotel,0,12,2017,March,13,29,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,94.13830565,355,0,Transient,35,0,0,Check-Out,2017-03-30
Resort Hotel,0,234,2016,September,37,9,1,2,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,94.13830565,,0,Transient-Party,84.4,0,1,Check-Out,2016-09-12
Resort Hotel,0,1,2017,March,13,28,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,1,9,A,D,0,No Deposit,94.13830565,270,0,Transient,35,0,0,Check-Out,2017-03-29
Resort Hotel,0,151,2016,September,40,28,0,2,2,0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,,0,Transient,99,0,1,Check-Out,2016-09-30
Resort Hotel,0,0,2016,January,5,30,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250,,0,Transient,58,0,0,Check-Out,2016-01-31
Resort Hotel,0,0,2017,January,1,5,0,1,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,94.13830565,,0,Transient,44,0,1,Check-Out,2017-01-06
Resort Hotel,0,30,2015,August,35,24,1,0,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,H,0,No Deposit,250,,0,Transient,233,1,1,Check-Out,2015-08-25
Resort Hotel,1,116,2017,June,25,18,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410,,0,Transient,63,0,0,Canceled,2017-02-22
Resort Hotel,0,33,2015,August,32,8,0,1,1,2,0,HB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,94.13830565,,0,Transient,142.1,1,0,Check-Out,2015-08-09
Resort Hotel,1,184,2017,June,24,11,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410,,0,Transient,63,0,0,Canceled,2017-05-23
Resort Hotel,0,192,2017,June,23,8,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,,0,Contract,68.4,0,0,Check-Out,2017-06-22
Resort Hotel,0,2,2016,October,45,30,2,0,2,0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,94.13830565,,0,Transient,6,1,0,Check-Out,2016-11-01
Resort Hotel,0,30,2017,March,11,13,1,3,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,105,0,1,Check-Out,2017-03-17
Resort Hotel,0,30,2016,December,51,16,0,2,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240,,0,Transient,59,1,1,Check-Out,2016-12-18
Resort Hotel,0,174,2017,May,22,28,2,2,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410,,0,Transient,63,0,0,Check-Out,2017-06-01
Resort Hotel,0,1,2016,April,17,23,0,1,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,240,,0,Transient,93,1,0,Check-Out,2016-04-24
Resort Hotel,0,1,2017,August,32,8,0,1,2,0,0,BB,LUX,Direct,Direct,0,0,0,H,H,0,No Deposit,250,,0,Transient,269,0,1,Check-Out,2017-08-09
Resort Hotel,0,9,2015,July,27,1,0,2,2,0,0,FB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,303,,0,Transient,103,0,1,Check-Out,2015-07-03
Resort Hotel,0,4,2016,May,21,18,0,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,F,1,No Deposit,240,,0,Transient,119,0,0,Check-Out,2016-05-21
Resort Hotel,0,163,2016,September,37,9,2,5,2,0,0,HB,LTU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,171,,0,Transient,112,0,2,Check-Out,2016-09-16
Resort Hotel,0,45,2015,December,51,18,2,2,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,F,1,No Deposit,8,,0,Transient,47,1,1,Check-Out,2015-12-22
Resort Hotel,0,64,2015,September,36,1,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,,0,Transient,109,0,2,Check-Out,2015-09-05
Resort Hotel,0,9,2017,May,18,6,2,2,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,84.5,1,2,Check-Out,2017-05-10
Resort Hotel,1,26,2015,December,51,19,0,1,2,0,0,BB,PRT,Direct,Direct,0,1,0,D,D,0,No Deposit,94.13830565,,0,Transient,48,0,0,Canceled,2015-12-10
Resort Hotel,0,15,2015,November,45,6,2,7,1,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,334,281,0,Transient-Party,40,0,0,Check-Out,2015-11-15
Resort Hotel,1,54,2017,August,35,28,1,5,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,215.33,0,1,Canceled,2017-07-07
Resort Hotel,0,131,2017,April,17,28,2,4,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,152.33,1,2,Check-Out,2017-05-04
Resort Hotel,0,0,2015,August,36,30,2,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,94.13830565,,0,Transient,123,1,0,Check-Out,2015-09-01
Resort Hotel,0,10,2016,March,14,27,1,0,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,68,0,2,Check-Out,2016-03-28
Resort Hotel,1,180,2017,March,13,28,0,4,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,E,E,3,No Deposit,240,,0,Transient,55.8,0,1,Canceled,2016-10-03
Resort Hotel,1,178,2016,October,43,22,2,2,2,2,0,BB,SWE,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,,0,Transient,110.75,0,0,Canceled,2016-06-20
Resort Hotel,0,1,2016,December,53,30,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,95,1,2,Check-Out,2017-01-01
Resort Hotel,0,4,2015,November,47,21,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240,,0,Transient,64,1,1,Check-Out,2015-11-22
Resort Hotel,0,94,2016,March,10,4,2,2,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,6,,0,Transient,4,0,1,Check-Out,2016-03-08
Resort Hotel,0,71,2015,August,34,18,0,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,164,0,0,Check-Out,2015-08-23
Resort Hotel,0,10,2017,February,6,6,1,1,2,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,E,0,No Deposit,94.13830565,507,0,Transient-Party,90,0,0,Check-Out,2017-02-08
Resort Hotel,0,146,2017,June,24,15,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient-Party,142,1,1,Check-Out,2017-06-17
Resort Hotel,0,189,2016,May,20,12,2,5,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,118,1,2,Check-Out,2016-05-19
Resort Hotel,0,88,2015,October,42,16,1,2,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,70,1,2,Check-Out,2015-10-19
Resort Hotel,0,2,2017,March,11,16,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,146,,0,Transient,32,0,0,Check-Out,2017-03-17
Resort Hotel,0,40,2016,November,46,12,2,5,2,0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,171,,0,Transient,30.6,0,0,Check-Out,2016-11-19
Resort Hotel,1,2,2017,June,26,27,0,1,2,1,0,BB,ARE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,140,0,1,Canceled,2017-06-27
Resort Hotel,0,46,2016,May,21,20,0,1,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,,0,Transient,73.15,1,1,Check-Out,2016-05-21
Resort Hotel,0,141,2016,September,39,20,0,3,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient-Party,100.33,1,1,Check-Out,2016-09-23
Resort Hotel,0,40,2016,May,23,30,1,4,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,89,0,1,Check-Out,2016-06-04
Resort Hotel,0,107,2016,June,23,1,2,4,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,82,0,2,Check-Out,2016-06-07
Resort Hotel,1,15,2016,August,35,24,2,5,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,314,,0,Transient,220.49,0,0,Canceled,2016-08-10
Resort Hotel,1,134,2017,January,3,18,2,4,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,,0,Transient-Party,87,0,0,Canceled,2016-09-06
Resort Hotel,0,0,2017,February,5,1,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,94.13830565,88,0,Transient,35,0,0,Check-Out,2017-02-02
Resort Hotel,1,147,2016,June,23,2,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,72,0,1,Canceled,2016-02-12
Resort Hotel,0,1,2015,November,47,18,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,184,,0,Transient,43.2,0,0,Check-Out,2015-11-20
